,Cellular,Lan,Dist,Lan Avg,Continent,Datacenter,Cellular Avg,Diff
234,60605,10540,13.393065385601414,29.25781331344982,NA,AMAZON,53.29472771930209,24.03691440585227
235,1003425,14784,13.873891987528769,10.639318529825614,EU,AMAZON,25.370084708770523,14.73076617894491
236,51136,55315,14.027497836399212,29.28763986666491,EU,AMAZON,52.971479266278166,23.683839399613255
237,26869,24551,16.224244943793856,42.49822852163545,EU,AMAZON,61.40615199393819,18.90792347230274
238,29793,22203,16.493280322205354,20.798157810952652,EU,AMAZON,40.20819401403158,19.410036203078924
239,1003519,1005255,16.57059188996805,30.182548961402457,EU,AMAZON,36.415023343855786,6.232474382453329
240,11170,51090,16.657216310720205,33.76263821871509,EU,AMAZON,82.55557239648631,48.79293417777122
241,1003159,20187,16.97778577609504,19.337692339745193,EU,AMAZON,36.25134670922235,16.913654369477154
242,55005,52082,17.855806045031116,22.470113465496844,EU,AMAZON,34.8933644999963,12.423251034499458
243,27955,378,21.16210415965081,29.761409299417192,EU,AMAZON,25.093254185962106,-4.668155113455086
244,62382,60455,21.22742440261705,30.849023346200703,NA,AMAZON,60.41655951579263,29.567536169591925
245,50719,22296,21.537037580900105,43.432168474853675,EU,AMAZON,60.03207577192841,16.599907297074736
246,22394,55138,21.754349265112616,26.322530525146668,EU,AMAZON,77.6400879751798,51.31755745003313
247,52731,24355,22.195832917744703,30.938361397662455,EU,AMAZON,45.376773396076466,14.438411998414011
248,1002522,28716,22.250793884578066,21.19590491520316,EU,AMAZON,78.80670494385895,57.61080002865579
249,50736,52082,22.72991519474138,22.470113465496844,EU,AMAZON,34.8933644999963,12.423251034499458
250,1005061,53771,23.95143935564788,13.023751845614035,EU,AMAZON,30.497221326314733,17.4734694807007
251,1002626,28597,24.33496633752735,71.29558374561475,NA,AMAZON,73.7970249087737,2.501441163158944
252,29550,20560,25.732488372584022,34.7856417877207,EU,AMAZON,42.28410312280421,7.498461335083512
253,52772,1003835,26.317306265745245,18.756540168421054,EU,AMAZON,50.44997134444111,31.693431176020056
254,26831,19793,26.5881401793061,35.40203967836105,EU,AMAZON,171.24185202280634,135.8398123444453
255,16827,1003793,26.632574284918704,22.308897435446127,EU,AMAZON,13.235419526311583,-9.073477909134544
256,17789,1004774,28.708248966773727,16.328385107142065,AS,AMAZON,67.53636776595745,51.20798265881538
257,12165,20299,30.689088879583167,27.890242222222106,EU,AMAZON,28.343724385963153,0.45348216374104666
258,53760,21565,32.47801930908517,67.95713559883157,EU,AMAZON,51.554356191224194,-16.402779407607376
259,14536,55248,33.19290149243655,28.588383934501753,EU,AMAZON,50.57449621146881,21.98611227696706
260,3601,3732,33.469774683501775,37.1661298982428,EU,AMAZON,61.70718224561367,24.541052347370872
261,50288,60601,35.846100308046395,26.04517994152,EU,AMAZON,51.97011261403262,25.92493267251262
262,24080,10664,36.077898556238026,15.861921671347718,EU,AMAZON,51.6555713789484,35.793649707600686
263,54866,22009,37.1844889417384,30.527743352632974,EU,AMAZON,54.10665880702105,23.578915454388074
264,50412,1002970,39.33019790030576,13.270911985965263,EU,AMAZON,10.386812017542105,-2.8840999684231576
265,28126,1000932,43.376660088243725,30.873541368421062,EU,AMAZON,59.290718003511586,28.417176635090524
266,16377,1000932,43.44210219256152,30.873541368421062,EU,AMAZON,59.290718003511586,28.417176635090524
267,20551,29714,47.58718763426295,25.237762030409474,EU,AMAZON,37.031303564911575,11.7935415345021
268,53718,54398,49.8476178144253,33.24944415375423,EU,AMAZON,51.428465710147826,18.179021556393593
269,4069,1002580,49.92154240525396,49.165985380118244,NA,AMAZON,84.66104417193156,35.49505879181332
270,53842,61249,52.39081977662627,20.408472810526668,EU,AMAZON,25.057777466661047,4.64930465613438
271,35229,3732,54.15545321105297,37.1661298982428,EU,AMAZON,61.70718224561367,24.541052347370872
272,1001633,3732,54.4890176066887,37.1661298982428,EU,AMAZON,61.70718224561367,24.541052347370872
273,26057,3732,57.61336231302216,37.1661298982428,EU,AMAZON,61.70718224561367,24.541052347370872
274,1004866,61249,63.21883797077616,20.408472810526668,EU,AMAZON,25.057777466661047,4.64930465613438
275,1002927,11513,67.73801744657143,30.284548179208247,NA,AMAZON,140.88593175262844,110.6013835734202
276,1005000,54539,70.39508395289035,39.828111748539996,NA,AMAZON,37.325087223403195,-2.5030245251368015
277,1001738,35695,76.4569384855346,33.956055036840354,EU,AMAZON,56.96489869473895,23.008843657898595
278,3028,1000265,85.09290382604479,46.57226544671156,EU,AMAZON,74.02616339298315,27.45389794627159
279,25225,31873,90.6022160394878,24.21302201403403,EU,AMAZON,45.87270479298316,21.659682778949126
280,1002304,2754,100.95182006536191,73.37282390467648,EU,AMAZON,142.36635612056918,68.9935322158927
281,1002316,2754,100.99548946542136,73.37282390467648,EU,AMAZON,142.36635612056918,68.9935322158927
282,1002274,2754,101.21021588943704,73.37282390467648,EU,AMAZON,142.36635612056918,68.9935322158927
283,18565,55661,108.7577584865752,38.83396560935684,EU,AMAZON,110.052962479175,71.21899686981816
284,61816,86,140.35823451703527,65.61223596099042,NA,AMAZON,106.49432594385893,40.88208998286851
285,27296,53723,158.4389047743558,30.29182985496947,EU,AMAZON,34.625954656138944,4.334124801169473
286,1004198,34707,245.81579623412208,35.345974414034735,EU,AMAZON,70.31378555072718,34.96781113669244
287,33824,1000799,279.1433955080453,87.22987599649333,AS,AMAZON,197.35289209824526,110.12301610175193
288,32473,55785,322.1257508852746,100.5890528931912,EU,AMAZON,249.523452732241,148.9343998390498
289,4893,33013,510.6546541127197,211.71160487789675,ME,AMAZON,202.00451375437785,-9.707091123518893
290,1000503,1000505,0.111195080233243,16.55843597894842,EU,MICROSOFT,27.239603789468422,10.681167810520002
291,1002075,33973,0.111195080233243,14.30355736841965,EU,MICROSOFT,17.485892771927364,3.1823354035077145
292,61321,2353,0.1295006554852492,49.980921921985455,EU,MICROSOFT,39.456803701752634,-10.524118220232822
293,1004854,61376,0.132981162921137,20.587152850292632,EU,MICROSOFT,63.56728789473685,42.98013504444422
294,60200,61071,0.204606227414801,45.91384549590561,EU,MICROSOFT,31.394379326316844,-14.519466169588767
